fecha,comuna,categoria,producto,cantidad,precio_unitario,total_venta,medio_pago,cliente_nuevo
2023-02-27,Río Bueno,Alimentos,Pan,1,143900.0,143900.0,Transferencia,False
2023-09-12,Futrono,Alimentos,Huevos,1,191600.0,191600.0,Transferencia,True
2023-04-19,Valdivia,Deportes,Zapatillas,2,157600.0,315200.0,Débito,True
2023-10-19,Los Lagos,Tecnología,Tablet,2,435200.0,870400.0,Efectivo,True
2023-06-28,Los Lagos,Tecnología,Celular,2,48000.0,96000.0,Efectivo,True
2023-08-01,Futrono,Electrodomésticos,Refrigerador,1,127500.0,127500.0,Débito,True
2023-06-23,Panguipulli,Tecnología,Tablet,4,61300.0,245200.0,Transferencia,False
2023-03-09,Paillaco,Ropa,Polera,3,404900.0,1214700.0,Débito,True
2023-05-07,La Unión,Electrodomésticos,Microondas,4,132800.0,531200.0,Transferencia,True
2023-05-12,Los Lagos,Ropa,Pantalón,2,157100.0,314200.0,Débito,False
2023-01-04,Río Bueno,Deportes,Bicicleta,1,99500.0,99500.0,Débito,False
2023-08-22,La Unión,Deportes,Bicicleta,3,186000.0,558000.0,Transferencia,True
2023-11-12,Valdivia,Alimentos,Pan,3,47200.0,141600.0,Efectivo,False
2023-07-29,Valdivia,Hogar,Lámpara,4,279200.0,1116800.0,Crédito,False
2023-11-18,Río Bueno,Alimentos,Huevos,4,103800.0,415200.0,Transferencia,True
2023-11-06,Lanco,Tecnología,Tablet,3,120100.0,360300.0,Crédito,True
2023-05-04,Paillaco,Tecnología,Tablet,3,16500.0,49500.0,Crédito,True
2023-01-20,Paillaco,Ropa,Chaqueta,3,473000.0,1419000.0,Efectivo,True
2023-11-20,Panguipulli,Tecnología,Notebook,2,102200.0,204400.0,Transferencia,False
2023-11-02,Futrono,Hogar,Mesa,4,42800.0,171200.0,Transferencia,False
2023-12-10,Mariquina,Deportes,Balón,1,296400.0,296400.0,Débito,False
2023-02-26,Lanco,Hogar,Silla,1,320600.0,320600.0,Crédito,True
2023-08-11,La Unión,Deportes,Zapatillas,1,207500.0,207500.0,Crédito,False
2023-03-30,Los Lagos,Alimentos,Huevos,2,278500.0,557000.0,Transferencia,False
2023-08-20,Corral,Electrodomésticos,Refrigerador,1,322900.0,322900.0,Débito,False
2023-04-05,Corral,Alimentos,Leche,1,363300.0,363300.0,Crédito,True
2023-01-11,Río Bueno,Deportes,Bicicleta,2,238900.0,477800.0,Crédito,False
2023-08-14,Lanco,Deportes,Zapatillas,2,32800.0,65600.0,Efectivo,True
2023-12-14,Panguipulli,Deportes,Bicicleta,4,37900.0,151600.0,Efectivo,False
2023-07-12,Futrono,Hogar,Lámpara,3,283500.0,850500.0,Efectivo,False
2023-05-11,Mariquina,Ropa,Chaqueta,1,249800.0,249800.0,Crédito,False
2023-12-25,Panguipulli,Hogar,Lámpara,3,69200.0,207600.0,Efectivo,False
2023-10-01,Los Lagos,Hogar,Lámpara,2,122100.0,244200.0,Crédito,False
2023-06-28,Corral,Electrodomésticos,Microondas,1,332100.0,332100.0,Débito,True
2023-09-09,Lanco,Tecnología,Tablet,3,248900.0,746700.0,Débito,True
2023-02-04,Río Bueno,Alimentos,Leche,4,392000.0,1568000.0,Efectivo,True
2023-07-23,La Unión,Tecnología,Notebook,1,375500.0,375500.0,Débito,False
2023-09-25,Corral,Electrodomésticos,Refrigerador,1,293000.0,293000.0,Efectivo,False
2023-11-11,La Unión,Deportes,Zapatillas,3,144200.0,432600.0,Transferencia,False
2023-09-29,Río Bueno,Hogar,Lámpara,3,340400.0,1021200.0,Débito,False
2023-05-10,Corral,Alimentos,Huevos,4,100400.0,401600.0,Débito,True
2023-09-10,Paillaco,Electrodomésticos,Hervidor,3,184300.0,552900.0,Transferencia,False
2023-07-04,Valdivia,Hogar,Lámpara,4,193100.0,772400.0,Crédito,False
2023-10-27,Futrono,Ropa,Chaqueta,3,232000.0,696000.0,Transferencia,False
2023-10-16,Mariquina,Ropa,Pantalón,1,241400.0,241400.0,Efectivo,False
2023-02-05,Lanco,Tecnología,Tablet,2,287800.0,575600.0,Transferencia,False
2023-01-19,Futrono,Hogar,Lámpara,2,330400.0,660800.0,Transferencia,False
2023-12-06,Paillaco,Electrodomésticos,Microondas,4,382500.0,1530000.0,Crédito,False
2023-01-06,Valdivia,Electrodomésticos,Microondas,2,142400.0,284800.0,Transferencia,False
2023-02-25,Los Lagos,Deportes,Zapatillas,4,435200.0,1740800.0,Efectivo,False
2023-06-07,Los Lagos,Electrodomésticos,Refrigerador,4,105900.0,423600.0,Crédito,False
2023-09-14,Valdivia,Electrodomésticos,Microondas,3,87800.0,263400.0,Débito,False
2023-08-10,La Unión,Ropa,Polera,2,324200.0,648400.0,Efectivo,True
2023-09-27,Paillaco,Alimentos,Pan,4,258400.0,1033600.0,Débito,True
2023-04-12,Paillaco,Alimentos,Pan,3,2300.0,6900.0,Crédito,True
2023-09-19,Panguipulli,Hogar,Lámpara,4,130000.0,520000.0,Débito,True
2023-12-06,Río Bueno,Hogar,Lámpara,3,65900.0,197700.0,Transferencia,True
2023-02-05,Corral,Tecnología,Notebook,4,385200.0,1540800.0,Débito,False
2023-07-12,Valdivia,Alimentos,Huevos,4,116100.0,464400.0,Efectivo,False
2023-02-05,Los Lagos,Deportes,Zapatillas,2,493700.0,987400.0,Débito,True
2023-02-10,La Unión,Tecnología,Notebook,3,91900.0,275700.0,Efectivo,False
2023-10-19,La Unión,Ropa,Polera,4,316900.0,1267600.0,Transferencia,True
2023-01-18,Futrono,Electrodomésticos,Refrigerador,1,291200.0,291200.0,Transferencia,True
2023-09-16,Los Lagos,Ropa,Pantalón,2,289500.0,579000.0,Efectivo,True
2023-01-15,Corral,Deportes,Balón,1,58800.0,58800.0,Crédito,True
2023-01-22,Futrono,Electrodomésticos,Refrigerador,4,240000.0,960000.0,Débito,False
2023-11-19,Los Lagos,Electrodomésticos,Hervidor,1,371100.0,371100.0,Efectivo,True
2023-07-05,Mariquina,Ropa,Polera,1,144700.0,144700.0,Efectivo,True
2023-11-02,Paillaco,Hogar,Lámpara,2,434300.0,868600.0,Transferencia,True
2023-11-07,La Unión,Electrodomésticos,Hervidor,2,343300.0,686600.0,Crédito,False
2023-11-17,Corral,Alimentos,Leche,3,307200.0,921600.0,Crédito,False
2023-02-08,La Unión,Tecnología,Celular,1,144500.0,144500.0,Transferencia,False
2023-02-18,Lanco,Hogar,Mesa,3,369900.0,1109700.0,Transferencia,True
2023-06-01,Paillaco,Alimentos,Pan,2,415800.0,831600.0,Débito,True
2023-10-20,Valdivia,Alimentos,Leche,3,466000.0,1398000.0,Débito,True
2023-01-23,La Unión,Ropa,Chaqueta,2,116400.0,232800.0,Efectivo,True
2023-05-09,Corral,Ropa,Polera,1,424100.0,424100.0,Transferencia,False
2023-10-06,Lanco,Tecnología,Celular,3,58800.0,176400.0,Efectivo,True
2023-02-16,Valdivia,Deportes,Zapatillas,3,495200.0,1485600.0,Efectivo,False
2023-12-14,Río Bueno,Electrodomésticos,Refrigerador,4,470200.0,1880800.0,Crédito,False
2023-04-11,La Unión,Electrodomésticos,Microondas,4,225600.0,902400.0,Transferencia,False
2023-08-16,Los Lagos,Alimentos,Huevos,3,317800.0,953400.0,Crédito,True
2023-07-09,Lanco,Deportes,Bicicleta,4,235800.0,943200.0,Transferencia,False
2023-05-06,Valdivia,Electrodomésticos,Hervidor,3,217500.0,652500.0,Efectivo,False
2023-10-12,Río Bueno,Tecnología,Notebook,4,371200.0,1484800.0,Efectivo,True
2023-01-18,La Unión,Tecnología,Celular,3,170300.0,510900.0,Transferencia,False
2023-03-22,Valdivia,Alimentos,Arroz,1,177200.0,177200.0,Crédito,True
2023-04-23,Panguipulli,Electrodomésticos,Hervidor,4,33500.0,134000.0,Crédito,False
2023-09-18,Río Bueno,Hogar,Lámpara,4,264400.0,1057600.0,Débito,False
2023-01-28,Panguipulli,Alimentos,Leche,4,63200.0,252800.0,Débito,False
2023-07-20,Paillaco,Ropa,Pantalón,4,3500.0,14000.0,Crédito,False
2023-04-29,Mariquina,Hogar,Lámpara,3,233100.0,699300.0,Efectivo,False
2023-08-11,La Unión,Ropa,Chaqueta,3,338700.0,1016100.0,Débito,True
2023-09-27,Mariquina,Ropa,Pantalón,3,92800.0,278400.0,Transferencia,False
2023-03-06,Mariquina,Tecnología,Tablet,2,102000.0,204000.0,Transferencia,True
2023-10-10,Los Lagos,Deportes,Bicicleta,4,54600.0,218400.0,Efectivo,True
2023-07-31,Panguipulli,Hogar,Mesa,3,275100.0,825300.0,Transferencia,False
2023-01-23,Río Bueno,Alimentos,Huevos,2,164800.0,329600.0,Transferencia,True
2023-01-26,Los Lagos,Ropa,Polera,1,483100.0,483100.0,Crédito,False
2023-02-13,Panguipulli,Ropa,Chaqueta,3,217300.0,651900.0,Transferencia,True
2023-04-14,Mariquina,Electrodomésticos,Hervidor,1,356500.0,356500.0,Efectivo,False
2023-10-31,Lanco,Alimentos,Huevos,3,98500.0,295500.0,Débito,False
2023-08-07,Río Bueno,Ropa,Polera,4,450800.0,1803200.0,Transferencia,True
2023-08-09,Los Lagos,Tecnología,Celular,4,225100.0,900400.0,Débito,True
2023-06-29,Panguipulli,Hogar,Mesa,2,382000.0,764000.0,Transferencia,False
2023-04-03,Mariquina,Alimentos,Huevos,4,213400.0,853600.0,Crédito,True
2023-02-04,Valdivia,Tecnología,Notebook,3,64500.0,193500.0,Transferencia,True
2023-07-18,La Unión,Alimentos,Leche,2,234000.0,468000.0,Crédito,True
2023-02-01,Los Lagos,Hogar,Mesa,4,497700.0,1990800.0,Transferencia,True
2023-03-05,Panguipulli,Deportes,Zapatillas,1,438800.0,438800.0,Crédito,True
2023-11-17,Valdivia,Tecnología,Notebook,3,306700.0,920100.0,Efectivo,False
2023-09-08,Futrono,Alimentos,Huevos,4,390700.0,1562800.0,Débito,True
2023-10-25,Futrono,Hogar,Silla,1,358700.0,358700.0,Transferencia,True
2023-02-22,Lanco,Hogar,Silla,4,242500.0,970000.0,Transferencia,True
2023-09-18,Futrono,Ropa,Pantalón,3,477100.0,1431300.0,Transferencia,False
2023-11-04,La Unión,Electrodomésticos,Microondas,2,79000.0,158000.0,Crédito,True
2023-11-09,Lanco,Alimentos,Pan,3,348200.0,1044600.0,Efectivo,True
2023-12-14,Panguipulli,Tecnología,Celular,3,456400.0,1369200.0,Transferencia,True
2023-06-21,Valdivia,Hogar,Silla,3,131200.0,393600.0,Efectivo,True
2023-06-09,Valdivia,Tecnología,Celular,3,169300.0,507900.0,Transferencia,True
2023-02-09,Valdivia,Hogar,Mesa,2,193600.0,387200.0,Crédito,False
2023-04-12,Río Bueno,Electrodomésticos,Microondas,2,457100.0,914200.0,Crédito,False
2023-08-18,Mariquina,Alimentos,Arroz,4,426000.0,1704000.0,Efectivo,False
2023-10-20,Panguipulli,Hogar,Mesa,1,365100.0,365100.0,Débito,True
2023-07-17,Los Lagos,Hogar,Lámpara,3,272600.0,817800.0,Débito,True
2023-08-18,La Unión,Electrodomésticos,Hervidor,2,210400.0,420800.0,Transferencia,True
2023-03-14,Corral,Alimentos,Pan,3,468400.0,1405200.0,Efectivo,False
2023-02-11,Lanco,Deportes,Bicicleta,3,37400.0,112200.0,Débito,True
2023-04-03,Panguipulli,Tecnología,Celular,4,294900.0,1179600.0,Débito,True
2023-06-19,Los Lagos,Tecnología,Tablet,1,309200.0,309200.0,Crédito,True
2023-12-16,Valdivia,Alimentos,Pan,4,176900.0,707600.0,Crédito,False
2023-10-06,Mariquina,Tecnología,Tablet,4,246200.0,984800.0,Transferencia,False
2023-03-28,Paillaco,Electrodomésticos,Hervidor,1,165800.0,165800.0,Crédito,True
2023-01-20,Río Bueno,Ropa,Chaqueta,4,268300.0,1073200.0,Débito,False
2023-08-04,Río Bueno,Hogar,Mesa,1,242400.0,242400.0,Crédito,True
2023-07-11,Río Bueno,Alimentos,Huevos,2,240400.0,480800.0,Débito,True
2023-12-22,Mariquina,Hogar,Lámpara,1,408200.0,408200.0,Crédito,False
2023-12-11,Río Bueno,Ropa,Polera,3,106500.0,319500.0,Crédito,False
2023-01-16,La Unión,Electrodomésticos,Hervidor,2,114100.0,228200.0,Transferencia,True
2023-03-14,Paillaco,Tecnología,Notebook,4,324700.0,1298800.0,Efectivo,False
2023-11-21,Río Bueno,Deportes,Bicicleta,1,413300.0,413300.0,Efectivo,True
2023-08-17,Valdivia,Alimentos,Arroz,3,392700.0,1178100.0,Transferencia,True
2023-11-22,Lanco,Electrodomésticos,Hervidor,1,299600.0,299600.0,Débito,False
2023-09-29,Valdivia,Ropa,Pantalón,3,392500.0,1177500.0,Débito,False
2023-03-02,Futrono,Deportes,Bicicleta,3,207200.0,621600.0,Efectivo,True
2023-01-12,Río Bueno,Tecnología,Notebook,2,21800.0,43600.0,Efectivo,True
2023-06-02,Lanco,Tecnología,Celular,4,40800.0,163200.0,Efectivo,True
2023-10-04,Mariquina,Alimentos,Arroz,3,498600.0,1495800.0,Crédito,True
2023-03-20,Panguipulli,Hogar,Silla,3,498400.0,1495200.0,Débito,False
2023-03-18,Mariquina,Alimentos,Leche,1,156000.0,156000.0,Transferencia,True
2023-01-19,Mariquina,Hogar,Silla,3,85900.0,257700.0,Débito,True
2023-02-07,Corral,Hogar,Silla,2,246800.0,493600.0,Transferencia,True
2023-02-13,Corral,Deportes,Balón,4,149200.0,596800.0,Crédito,True
2023-03-07,Mariquina,Deportes,Bicicleta,2,49900.0,99800.0,Efectivo,False
2023-03-17,Corral,Tecnología,Notebook,2,281400.0,562800.0,Débito,False
2023-11-23,Lanco,Electrodomésticos,Refrigerador,2,422400.0,844800.0,Transferencia,False
2023-06-04,La Unión,Alimentos,Pan,1,226100.0,226100.0,Transferencia,True
2023-02-14,Río Bueno,Hogar,Lámpara,4,172300.0,689200.0,Efectivo,True
2023-08-29,Corral,Deportes,Zapatillas,3,5200.0,15600.0,Débito,False
2023-03-27,Corral,Tecnología,Celular,2,73200.0,146400.0,Crédito,True
2023-04-14,Paillaco,Electrodomésticos,Refrigerador,2,85000.0,170000.0,Transferencia,False
2023-05-23,Mariquina,Tecnología,Notebook,2,50100.0,100200.0,Efectivo,False
2023-05-29,Valdivia,Hogar,Lámpara,4,245100.0,980400.0,Débito,True
2023-02-03,Corral,Alimentos,Huevos,4,166700.0,666800.0,Transferencia,False
2023-12-16,Panguipulli,Hogar,Lámpara,4,191300.0,765200.0,Crédito,True
2023-09-29,Valdivia,Electrodomésticos,Refrigerador,4,416300.0,1665200.0,Efectivo,True
2023-01-13,Los Lagos,Deportes,Bicicleta,4,308500.0,1234000.0,Crédito,True
2023-09-25,Mariquina,Hogar,Mesa,1,397000.0,397000.0,Débito,True
2023-09-14,Corral,Hogar,Lámpara,1,105000.0,105000.0,Débito,True
2023-04-15,Los Lagos,Electrodomésticos,Microondas,3,353400.0,1060200.0,Transferencia,False
2023-09-13,Río Bueno,Alimentos,Pan,4,401000.0,1604000.0,Crédito,False
2023-02-14,Los Lagos,Electrodomésticos,Refrigerador,2,51600.0,103200.0,Transferencia,False
2023-09-20,Río Bueno,Alimentos,Huevos,1,378900.0,378900.0,Débito,True
2023-08-23,Futrono,Tecnología,Notebook,1,283200.0,283200.0,Débito,False
2023-01-24,Valdivia,Ropa,Polera,4,159800.0,639200.0,Débito,False
2023-06-26,Corral,Deportes,Zapatillas,3,446900.0,1340700.0,Efectivo,True
2023-10-06,Lanco,Electrodomésticos,Refrigerador,1,42800.0,42800.0,Efectivo,True
2023-12-06,La Unión,Deportes,Bicicleta,2,54200.0,108400.0,Efectivo,False
2023-01-28,Futrono,Electrodomésticos,Refrigerador,4,278400.0,1113600.0,Crédito,False
2023-10-07,La Unión,Hogar,Silla,3,499000.0,1497000.0,Efectivo,True
2023-09-25,Panguipulli,Tecnología,Tablet,3,4600.0,13800.0,Débito,True
2023-04-25,Río Bueno,Deportes,Zapatillas,1,489900.0,489900.0,Crédito,True
2023-02-14,La Unión,Alimentos,Leche,4,189300.0,757200.0,Débito,False
2023-09-09,Los Lagos,Hogar,Lámpara,4,458000.0,1832000.0,Crédito,True
2023-03-29,Lanco,Electrodomésticos,Hervidor,1,329100.0,329100.0,Débito,True
2023-02-23,Los Lagos,Tecnología,Tablet,4,327900.0,1311600.0,Débito,False
2023-06-20,Lanco,Hogar,Mesa,2,262400.0,524800.0,Débito,True
2023-01-18,Futrono,Tecnología,Notebook,4,332500.0,1330000.0,Transferencia,False
2023-12-10,La Unión,Deportes,Zapatillas,1,222900.0,222900.0,Débito,True
2023-09-01,Mariquina,Electrodomésticos,Hervidor,3,447100.0,1341300.0,Débito,True
2023-01-18,Los Lagos,Tecnología,Tablet,3,176300.0,528900.0,Efectivo,False
2023-07-09,Corral,Electrodomésticos,Refrigerador,2,370300.0,740600.0,Débito,True
2023-04-08,Valdivia,Alimentos,Arroz,2,42800.0,85600.0,Efectivo,False
2023-03-22,Mariquina,Electrodomésticos,Hervidor,1,188100.0,188100.0,Efectivo,False
2023-08-21,Valdivia,Hogar,Mesa,4,179900.0,719600.0,Transferencia,False
2023-12-09,Futrono,Electrodomésticos,Microondas,4,59200.0,236800.0,Crédito,False
2023-09-20,Mariquina,Ropa,Polera,1,59000.0,59000.0,Efectivo,True
2023-07-06,Los Lagos,Deportes,Zapatillas,2,421600.0,843200.0,Transferencia,True
2023-06-18,Futrono,Hogar,Lámpara,2,124200.0,248400.0,Efectivo,True
2023-07-18,Mariquina,Deportes,Bicicleta,1,104900.0,104900.0,Débito,True
2023-09-23,Mariquina,Ropa,Polera,3,27100.0,81300.0,Débito,True
2023-09-10,Lanco,Alimentos,Pan,3,38100.0,114300.0,Efectivo,False
2023-06-16,Lanco,Electrodomésticos,Refrigerador,3,43400.0,130200.0,Efectivo,False
2023-01-24,La Unión,Hogar,Lámpara,4,278400.0,1113600.0,Débito,False
2023-10-05,Paillaco,Tecnología,Celular,3,47200.0,141600.0,Transferencia,False
2023-01-16,Los Lagos,Alimentos,Huevos,4,116100.0,464400.0,Crédito,False
2023-10-04,La Unión,Ropa,Polera,4,286300.0,1145200.0,Efectivo,True
2023-04-27,Corral,Alimentos,Huevos,3,267800.0,803400.0,Débito,True
2023-12-31,Paillaco,Deportes,Zapatillas,1,42500.0,42500.0,Transferencia,True
2023-07-30,Valdivia,Ropa,Chaqueta,2,171100.0,342200.0,Efectivo,False
2023-12-19,Paillaco,Ropa,Chaqueta,3,30300.0,90900.0,Débito,False
2023-10-22,Valdivia,Tecnología,Notebook,2,78100.0,156200.0,Transferencia,True
2023-11-26,Los Lagos,Deportes,Zapatillas,2,330300.0,660600.0,Crédito,False
2023-09-06,Los Lagos,Deportes,Balón,2,268200.0,536400.0,Crédito,True
2023-07-31,Panguipulli,Electrodomésticos,Refrigerador,2,208700.0,417400.0,Crédito,False
2023-10-13,Los Lagos,Alimentos,Leche,2,216700.0,433400.0,Crédito,False
2023-08-30,Futrono,Hogar,Mesa,1,267500.0,267500.0,Transferencia,False
2023-10-08,Los Lagos,Ropa,Chaqueta,4,60000.0,240000.0,Crédito,False
2023-01-02,Río Bueno,Alimentos,Huevos,4,364600.0,1458400.0,Transferencia,False
2023-04-15,Los Lagos,Ropa,Polera,1,320900.0,320900.0,Crédito,False
2023-10-12,Paillaco,Hogar,Mesa,2,3200.0,6400.0,Efectivo,False
2023-05-10,Panguipulli,Deportes,Zapatillas,4,313100.0,1252400.0,Crédito,True
2023-12-30,La Unión,Electrodomésticos,Refrigerador,4,349300.0,1397200.0,Crédito,False
2023-01-19,Mariquina,Deportes,Bicicleta,3,469100.0,1407300.0,Débito,True
2023-10-03,Los Lagos,Ropa,Polera,1,266700.0,266700.0,Transferencia,True
2023-12-12,Mariquina,Alimentos,Huevos,1,81100.0,81100.0,Transferencia,False
2023-02-24,Valdivia,Electrodomésticos,Hervidor,1,277500.0,277500.0,Efectivo,True
2023-11-22,Panguipulli,Electrodomésticos,Microondas,1,45200.0,45200.0,Crédito,False
2023-06-09,Paillaco,Tecnología,Celular,1,40000.0,40000.0,Débito,True
2023-03-04,La Unión,Deportes,Zapatillas,4,94700.0,378800.0,Efectivo,False
2023-02-08,La Unión,Ropa,Pantalón,3,297800.0,893400.0,Débito,True
2023-12-28,Corral,Alimentos,Leche,3,39100.0,117300.0,Crédito,False
2023-03-08,Corral,Tecnología,Celular,2,209000.0,418000.0,Crédito,True
2023-06-12,Panguipulli,Deportes,Bicicleta,2,329800.0,659600.0,Efectivo,False
2023-08-25,Río Bueno,Electrodomésticos,Hervidor,4,33600.0,134400.0,Débito,True
2023-04-24,Valdivia,Tecnología,Notebook,2,173900.0,347800.0,Débito,True
2023-06-01,La Unión,Tecnología,Notebook,1,377000.0,377000.0,Crédito,False
2023-07-07,La Unión,Ropa,Polera,2,107400.0,214800.0,Transferencia,True
2023-06-18,Los Lagos,Electrodomésticos,Hervidor,3,397300.0,1191900.0,Transferencia,False
2023-08-04,Futrono,Deportes,Balón,3,392000.0,1176000.0,Débito,True
2023-11-16,Panguipulli,Ropa,Chaqueta,2,254000.0,508000.0,Transferencia,False
2023-07-04,Lanco,Deportes,Balón,2,380200.0,760400.0,Débito,True
2023-01-05,Los Lagos,Alimentos,Pan,3,384200.0,1152600.0,Crédito,True
2023-03-10,Los Lagos,Ropa,Chaqueta,4,85200.0,340800.0,Débito,False
2023-01-27,La Unión,Ropa,Polera,4,130300.0,521200.0,Efectivo,False
2023-08-29,Corral,Hogar,Silla,1,208100.0,208100.0,Crédito,False
2023-12-18,Futrono,Electrodomésticos,Refrigerador,3,20700.0,62100.0,Crédito,False
2023-06-24,Río Bueno,Alimentos,Pan,1,117100.0,117100.0,Débito,False
2023-02-14,La Unión,Electrodomésticos,Refrigerador,1,445500.0,445500.0,Efectivo,True
2023-08-24,La Unión,Hogar,Lámpara,1,395100.0,395100.0,Crédito,False
2023-09-30,Lanco,Hogar,Silla,4,90300.0,361200.0,Transferencia,True
2023-07-16,Corral,Electrodomésticos,Hervidor,2,22200.0,44400.0,Efectivo,False
2023-10-03,Valdivia,Hogar,Mesa,4,20400.0,81600.0,Transferencia,False
2023-11-09,La Unión,Electrodomésticos,Microondas,1,185300.0,185300.0,Débito,False
2023-04-30,La Unión,Electrodomésticos,Microondas,3,330400.0,991200.0,Crédito,False
2023-09-22,La Unión,Ropa,Polera,3,418500.0,1255500.0,Crédito,False
2023-08-15,Panguipulli,Hogar,Mesa,1,233200.0,233200.0,Débito,True
2023-12-27,Valdivia,Deportes,Balón,4,488100.0,1952400.0,Débito,False
2023-07-03,Río Bueno,Hogar,Lámpara,3,60100.0,180300.0,Crédito,False
2023-07-25,Panguipulli,Alimentos,Pan,2,482800.0,965600.0,Transferencia,False
2023-05-17,Futrono,Hogar,Mesa,2,239400.0,478800.0,Débito,False
2023-04-29,Río Bueno,Electrodomésticos,Refrigerador,2,36700.0,73400.0,Crédito,True
2023-01-06,Los Lagos,Alimentos,Arroz,2,232200.0,464400.0,Efectivo,False
2023-03-06,Río Bueno,Deportes,Balón,1,236000.0,236000.0,Crédito,True
2023-12-10,Los Lagos,Hogar,Silla,1,22200.0,22200.0,Débito,True
2023-06-05,Panguipulli,Hogar,Mesa,2,357200.0,714400.0,Efectivo,False
2023-05-25,Lanco,Hogar,Silla,1,28400.0,28400.0,Transferencia,True
2023-04-16,Paillaco,Ropa,Polera,2,265500.0,531000.0,Crédito,False
2023-01-15,Lanco,Alimentos,Huevos,2,90300.0,180600.0,Débito,True
2023-03-08,Valdivia,Alimentos,Huevos,4,273000.0,1092000.0,Crédito,True
2023-03-12,Lanco,Ropa,Polera,2,321200.0,642400.0,Efectivo,False
2023-09-08,Mariquina,Deportes,Zapatillas,3,492100.0,1476300.0,Débito,False
2023-08-09,Paillaco,Ropa,Chaqueta,3,16200.0,48600.0,Transferencia,True
2023-08-13,Corral,Ropa,Pantalón,2,330500.0,661000.0,Transferencia,False
2023-12-14,Río Bueno,Alimentos,Arroz,1,51800.0,51800.0,Transferencia,False
2023-08-11,Los Lagos,Deportes,Zapatillas,2,267400.0,534800.0,Efectivo,True
2023-07-28,Los Lagos,Deportes,Zapatillas,3,181100.0,543300.0,Efectivo,False
2023-03-10,Futrono,Hogar,Silla,4,456700.0,1826800.0,Efectivo,False
2023-09-03,La Unión,Alimentos,Pan,2,451400.0,902800.0,Transferencia,False
2023-09-08,La Unión,Tecnología,Celular,3,86000.0,258000.0,Débito,False
2023-07-23,Río Bueno,Deportes,Bicicleta,4,420200.0,1680800.0,Efectivo,True
2023-10-26,Valdivia,Alimentos,Pan,2,19200.0,38400.0,Transferencia,True
2023-02-16,Panguipulli,Electrodomésticos,Refrigerador,1,292300.0,292300.0,Crédito,True
2023-07-31,Futrono,Electrodomésticos,Refrigerador,3,272900.0,818700.0,Efectivo,False
2023-06-17,Mariquina,Ropa,Polera,3,373700.0,1121100.0,Transferencia,True
2023-03-18,Mariquina,Deportes,Bicicleta,2,31000.0,62000.0,Efectivo,True
2023-04-15,Los Lagos,Electrodomésticos,Refrigerador,1,209600.0,209600.0,Transferencia,False
2023-05-17,Futrono,Hogar,Lámpara,4,431000.0,1724000.0,Débito,True
2023-01-07,Lanco,Deportes,Bicicleta,4,138900.0,555600.0,Transferencia,True
2023-07-01,Valdivia,Electrodomésticos,Microondas,3,290400.0,871200.0,Débito,False
2023-12-28,Mariquina,Ropa,Chaqueta,4,466700.0,1866800.0,Crédito,True
2023-08-24,Los Lagos,Hogar,Silla,1,230500.0,230500.0,Débito,False
2023-07-04,Río Bueno,Alimentos,Huevos,3,235700.0,707100.0,Transferencia,False
2023-08-18,Lanco,Electrodomésticos,Hervidor,2,113800.0,227600.0,Transferencia,False
2023-10-12,Los Lagos,Deportes,Bicicleta,3,499300.0,1497900.0,Débito,True
2023-09-05,Mariquina,Ropa,Chaqueta,4,73600.0,294400.0,Transferencia,True
2023-10-02,La Unión,Tecnología,Celular,2,204400.0,408800.0,Transferencia,False
2023-10-22,Paillaco,Deportes,Bicicleta,2,229000.0,458000.0,Efectivo,False
2023-02-13,Paillaco,Alimentos,Huevos,1,220500.0,220500.0,Transferencia,False
2023-08-27,Futrono,Alimentos,Pan,4,415100.0,1660400.0,Transferencia,True
2023-05-22,Valdivia,Tecnología,Celular,4,219000.0,876000.0,Crédito,True
2023-08-09,Paillaco,Ropa,Chaqueta,4,263800.0,1055200.0,Crédito,True
2023-05-21,Los Lagos,Hogar,Lámpara,3,269200.0,807600.0,Crédito,True
2023-12-27,Río Bueno,Deportes,Balón,4,168200.0,672800.0,Débito,False
2023-11-11,La Unión,Deportes,Zapatillas,2,498200.0,996400.0,Crédito,True
2023-11-16,Lanco,Electrodomésticos,Hervidor,1,366800.0,366800.0,Crédito,True
2023-10-09,Río Bueno,Alimentos,Leche,3,30800.0,92400.0,Crédito,True
2023-06-07,Los Lagos,Deportes,Balón,3,88000.0,264000.0,Débito,False
2023-07-17,Corral,Deportes,Bicicleta,2,141100.0,282200.0,Transferencia,True
2023-02-16,Panguipulli,Electrodomésticos,Hervidor,1,106700.0,106700.0,Débito,False
2023-07-06,Valdivia,Ropa,Polera,3,45600.0,136800.0,Débito,True
2023-04-19,Río Bueno,Hogar,Lámpara,3,178500.0,535500.0,Crédito,True
2023-12-29,Los Lagos,Hogar,Mesa,3,489700.0,1469100.0,Efectivo,False
2023-05-27,Los Lagos,Hogar,Silla,2,341500.0,683000.0,Débito,False
2023-09-02,Valdivia,Deportes,Zapatillas,3,78700.0,236100.0,Transferencia,False
2023-02-19,Corral,Deportes,Balón,3,37500.0,112500.0,Efectivo,False
2023-10-08,Futrono,Alimentos,Huevos,4,183200.0,732800.0,Transferencia,True
2023-04-10,Corral,Tecnología,Celular,1,7100.0,7100.0,Transferencia,True
2023-08-23,Corral,Deportes,Zapatillas,1,182000.0,182000.0,Efectivo,False
